id,year,make,model,car_name,weight,weight_distribution,drive_type,pi_class,default_pi,horsepower,torque,displacement,gear_count,front_tire_width,rear_tire_width,rarity,value,boost,stats
ford-14-rahal-letterman-lanigan-racing-grc-fiesta-2017,2017,Ford,#14 Rahal Letterman Lanigan Racing GRC Fiesta,2017 Ford #14 Rahal Letterman Lanigan Racing GRC Fiesta,2746,54,AWD,S1,860,600,664,2044,,,235,Epic,500000,,"{""speed"":5,""handling"":5.6,""acceleration"":9.2,""launch"":10,""braking"":5.9,""offroad"":7.6}"
ford-17-shell-v-power-racing-team-falcon-fg-x-2017,2017,Ford,#17 Shell V-Power Racing Team Falcon FG X,2017 Ford #17 Shell V-Power Racing Team Falcon FG X,3109,53,RWD,S,785,635,465,,,,,,,,"{""speed"":7.1,""handling"":6.5,""acceleration"":8.6,""launch"":"""",""braking"":6.4,""offroad"":""""}"
ford-22-team-penske-autotrader-fusion-2017,2017,Ford,#22 Team Penske Autotrader Fusion,2017 Ford #22 Team Penske Autotrader Fusion,3300,53,RWD,R,833,725,450,,,,,,,,"{""speed"":7.7,""handling"":6.9,""acceleration"":8.7,""launch"":"""",""braking"":6.8,""offroad"":""""}"
ford-22-team-penske-duralast-gt-fusion-2017,2017,Ford,#22 Team Penske Duralast GT Fusion,2017 Ford #22 Team Penske Duralast GT Fusion,3300,53,RWD,R,833,725,450,,,,,,,,"{""speed"":7.7,""handling"":6.9,""acceleration"":8.7,""launch"":5.2,""braking"":6.8,""offroad"":""""}"
ford-22-team-penske-pennzoil-fusion-2017,2017,Ford,#22 Team Penske Pennzoil Fusion,2017 Ford #22 Team Penske Pennzoil Fusion,3300,53,RWD,R,833,725,450,,,,,,,,"{""speed"":7.7,""handling"":6.9,""acceleration"":8.7,""launch"":"""",""braking"":6.8,""offroad"":""""}"
ford-25-brocky-ultra4-bronco-rtr-2017,2017,Ford,#25 'Brocky' Ultra4 Bronco RTR,2017 Ford #25 'Brocky' Ultra4 Bronco RTR,4500,52,AWD,A,748,600,558,7000,,,335,Epic,500000,,"{""speed"":4.7,""handling"":4.1,""acceleration"":6.1,""launch"":5.2,""braking"":5.2,""offroad"":10}"
ford-f-150-raptor-2017,2017,Ford,F-150 Raptor,2017 Ford F-150 Raptor,5450,57,AWD,C,559,450,500,3496,,,315,Common,63000,,"{""speed"":4.9,""handling"":3.3,""acceleration"":4.8,""launch"":4,""braking"":3.3,""offroad"":8.7}"
ford-f-150-raptor-forza-edition-2017,2017,Ford,F-150 Raptor Forza Edition,2017 Ford F-150 Raptor Forza Edition,4938,57,AWD,D,399,489,543,,,,,,,,"{""speed"":5.4,""handling"":4,""acceleration"":7.2,""launch"":"""",""braking"":4.3,""offroad"":""""}"
ford-f-150-raptor-horizon-edition-2017,2017,Ford,F-150 Raptor Horizon Edition,2017 Ford F-150 Raptor Horizon Edition,5450,57,AWD,A,738,450,500,3496,,,,,,,"{""speed"":5,""handling"":7.3,""acceleration"":6.9,""launch"":7.9,""braking"":6,""offroad"":""""}"
ford-f-150-raptor-project-scorpio-edition-2017,2017,Ford,F-150 Raptor Project Scorpio Edition,2017 Ford F-150 Raptor Project Scorpio Edition,5842,57,AWD,D,335,450,510,,,,325,,,,"{""speed"":5.2,""handling"":3.9,""acceleration"":6.5,""launch"":"""",""braking"":4.1,""offroad"":""""}"
ford-f-150-raptor-race-truck-2017,2017,Ford,F-150 Raptor Race Truck,2017 Ford F-150 Raptor Race Truck,5450,57,AWD,D,347,450,500,3496,,,,,,,"{""speed"":5.4,""handling"":3.8,""acceleration"":6.7,""launch"":7.9,""braking"":3.9,""offroad"":""""}"
ford-focus-rs-2017,2017,Ford,Focus RS,2017 Ford Focus RS,3446,59,AWD,A,702,350,350,2261,,,235,Epic,59000,,"{""speed"":6.2,""handling"":6,""acceleration"":5.8,""launch"":3.7,""braking"":4.2,""offroad"":5.5}"
ford-focus-rs-forza-edition-2017,2017,Ford,Focus RS Forza Edition,2017 Ford Focus RS Forza Edition,3416,59,AWD,C,496,300,300,,,,,,,,"{""speed"":6,""handling"":4.9,""acceleration"":7,""launch"":"""",""braking"":4.8,""offroad"":""""}"
ford-focus-rs-horizon-edition-2017,2017,Ford,Focus RS Horizon Edition,2017 Ford Focus RS Horizon Edition,3446,59,AWD,A,784,350,350,2261,,,,,,,"{""speed"":6.7,""handling"":7.1,""acceleration"":7.9,""launch"":9.5,""braking"":8.1,""offroad"":""""}"
ford-focus-rs-preorder-car-2017,2017,Ford,Focus RS Preorder Car,2017 Ford Focus RS Preorder Car,2668,59,AWD,A,800,401,400,2261,,,235,Rare,59000,,"{""speed"":6.9,""handling"":6.3,""acceleration"":7.3,""launch"":9.2,""braking"":6.5,""offroad"":""""}"
ford-gt-2017,2017,Ford,GT,2017 Ford GT,3353,43,RWD,S1,863,630,539,3500,,,325,Epic,400000,,"{""speed"":8.3,""handling"":7.1,""acceleration"":6.6,""launch"":3.6,""braking"":8.5,""offroad"":4.4}"
ford-gt-opi-edition-2017,2017,Ford,GT 'OPI Edition',2017 Ford GT 'OPI Edition',3353,43,RWD,S1,900,690,562,3500,,,325,Legendary,400000,,"{""speed"":8.6,""handling"":7.9,""acceleration"":6.7,""launch"":4.2,""braking"":9.2,""offroad"":4.5}"
ford-gt-welcome-pack-2017,2017,Ford,"GT ""Welcome Pack""","2017 Ford GT ""Welcome Pack""",2745,43,RWD,S2,998,867,663,3500,,,345,Legendary,400000,,"{""speed"":9.2,""handling"":10,""acceleration"":8.3,""launch"":9.6,""braking"":10,""offroad"":""""}"
ford-gt-forza-edition-2017,2017,Ford,GT Forza Edition,2017 Ford GT Forza Edition,3219,43,RWD,S,800,647,550,,,,,,,,"{""speed"":7.5,""handling"":6.3,""acceleration"":9,""launch"":"""",""braking"":6.2,""offroad"":""""}"
ford-gt-horizon-edition-2017,2017,Ford,GT Horizon Edition,2017 Ford GT Horizon Edition,2890,43,RWD,S2,932,630,539,3500,,,2,,,,"{""speed"":8.5,""handling"":8.3,""acceleration"":9.2,""launch"":9,""braking"":10,""offroad"":""""}"
ford-gt-nutri-grain-edition-2017,2017,Ford,GT Nutri-Grain Edition,2017 Ford GT Nutri-Grain Edition,2890,43,FWD,,,630,539,,,,,,,,"{""speed"":8.1,""handling"":6.2,""acceleration"":8.9,""launch"":"""",""braking"":6.1,""offroad"":""""}"
ford-m-sport-fiesta-rs-2017,2017,Ford,M-Sport Fiesta RS,2017 Ford M-Sport Fiesta RS,2800,53,AWD,S1,808,375,332,1600,,,215,Epic,500000,,"{""speed"":5.1,""handling"":6.1,""acceleration"":8.7,""launch"":9.7,""braking"":6.1,""offroad"":8.5}"
ford-2-team-penske-alliance-truck-parts-fusion-2016,2016,Ford,#2 Team Penske Alliance Truck Parts Fusion,2016 Ford #2 Team Penske Alliance Truck Parts Fusion,3300,53,RWD,,,725,450,,,,,,,,"{""speed"":7.7,""handling"":6.9,""acceleration"":8.7,""launch"":"""",""braking"":6.8,""offroad"":""""}"
ford-2-team-penske-brad-k-fusion-2016,2016,Ford,#2 Team Penske Brad K. Fusion,2016 Ford #2 Team Penske Brad K. Fusion,3300,53,RWD,,,725,450,,,,,,,,"{""speed"":7.7,""handling"":6.9,""acceleration"":8.7,""launch"":"""",""braking"":6.8,""offroad"":""""}"
ford-22-team-penske-aaa-fusion-2016,2016,Ford,#22 Team Penske AAA Fusion,2016 Ford #22 Team Penske AAA Fusion,3300,53,RWD,,,725,450,,,,,,,,"{""speed"":7.7,""handling"":6.9,""acceleration"":8.7,""launch"":"""",""braking"":6.8,""offroad"":""""}"
ford-55-supercheap-falcon-fg-x-2016,2016,Ford,#55 Supercheap Falcon FG X,2016 Ford #55 Supercheap Falcon FG X,3109,53,RWD,S,785,635,465,5000,,,,,,,"{""speed"":7.1,""handling"":6.5,""acceleration"":8.6,""launch"":"""",""braking"":6.4,""offroad"":""""}"
ford-66-ford-racing-gt-le-mans-2016,2016,Ford,#66 Ford Racing GT Le Mans,2016 Ford #66 Ford Racing GT Le Mans,2745,47,RWD,S2,910,530,494,3599,,3003518,3104018,Epic,650000,,"{""speed"":6.5,""handling"":8.2,""acceleration"":5.6,""launch"":2.2,""braking"":9,""offroad"":4.2}"
ford-shelby-gt350r-2016,2016,Ford,Shelby GT350R,2016 Ford Shelby GT350R,3660,53,RWD,S1,815,526,429,5163,,,315,Rare,75000,,"{""speed"":7.2,""handling"":6.8,""acceleration"":6.1,""launch"":6.2,""braking"":6.1,""offroad"":5.3}"
ford-shelby-gt350r-forza-edition-2016,2016,Ford,Shelby GT350R Forza Edition,2016 Ford Shelby GT350R Forza Edition,3657,53,RWD,A,673,530,432,,,,,,,,"{""speed"":6.5,""handling"":5.9,""acceleration"":8.3,""launch"":"""",""braking"":5.9,""offroad"":""""}"
ford-shelby-gt350r-preorder-edition-2016,2016,Ford,Shelby GT350R PreOrder Edition,2016 Ford Shelby GT350R PreOrder Edition,,,,?,,,,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
ford-02-chip-ganassi-racing-riley-mk-xxvi-daytona-prototype-2015,2015,Ford,#02 Chip Ganassi Racing Riley Mk XXVI Daytona Prototype,2015 Ford #02 Chip Ganassi Racing Riley Mk XXVI Daytona Prototype,2416,47,RWD,P,927,600,540,,,,,,,,"{""speed"":7,""handling"":8.2,""acceleration"":9.3,""launch"":"""",""braking"":8.1,""offroad"":""""}"
ford-17-xbox-racing-ford-falcon-fg-x-2015,2015,Ford,#17 Xbox Racing Ford Falcon FG X,2015 Ford #17 Xbox Racing Ford Falcon FG X,3109,53,RWD,S,785,635,465,5000,,,,,,,"{""speed"":7.1,""handling"":6.5,""acceleration"":8.6,""launch"":"""",""braking"":6.4,""offroad"":""""}"
ford-5-pepsi-max-crew-pra-falcon-fg-x-2015,2015,Ford,#5 Pepsi Max Crew PRA Falcon FG X,2015 Ford #5 Pepsi Max Crew PRA Falcon FG X,3109,53,RWD,S,785,635,465,,,,,,,,"{""speed"":7.1,""handling"":6.5,""acceleration"":8.6,""launch"":"""",""braking"":6.4,""offroad"":""""}"
ford-falcon-gt-f-351-2015,2015,Ford,Falcon GT F 351,2015 Ford Falcon GT F 351,4030,54,RWD,A,718,471,420,4951,,,275,Common,60000,,"{""speed"":7.1,""handling"":5.5,""acceleration"":4.8,""launch"":5,""braking"":4.4,""offroad"":4.7}"
ford-falcon-xr8-2015,2015,Ford,Falcon XR8,2015 Ford Falcon XR8,4096,54,RWD,B,513,449,420,4951,,,,,,,"{""speed"":7,""handling"":4.5,""acceleration"":7.7,""launch"":7.7,""braking"":4.5,""offroad"":""""}"
ford-mustang-gt-2015,2015,Ford,Mustang GT,2015 Ford Mustang GT,3618,53,RWD,B,517,421,391,,,,,,,,"{""speed"":6.7,""handling"":4.8,""acceleration"":7.7,""launch"":"""",""braking"":4.7,""offroad"":""""}"
ford-null-car-2015,2015,Ford,NULL CAR,2015 Ford NULL CAR,,,RWD,B,513,449,,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
ford-team-forza-mustang-gt-2015,2015,Ford,Team Forza Mustang GT,2015 Ford Team Forza Mustang GT,3500,53,RWD,,,460,430,,,,,,,,"{""speed"":6.5,""handling"":5.5,""acceleration"":8.5,""launch"":"""",""braking"":5.6,""offroad"":""""}"
ford-11-rockstar-f-150-trophy-truck-2014,2014,Ford,#11 Rockstar F-150 Trophy Truck,2014 Ford #11 Rockstar F-150 Trophy Truck,6250,60,RWD,A,731,850,690,7500,,,345,Epic,500000,,"{""speed"":5.6,""handling"":3.3,""acceleration"":4.6,""launch"":4.5,""braking"":4.8,""offroad"":9.1}"
ford-17-amd-tuning-focus-st-btcc-2014,2014,Ford,#17 AMD Tuning Focus ST BTCC,2014 Ford #17 AMD Tuning Focus ST BTCC,,,,,,,,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
ford-fiesta-st-2014,2014,Ford,Fiesta ST,2014 Ford Fiesta ST,2720,61,FWD,B,607,197,202,1596,,,205,Common,25000,,"{""speed"":5.2,""handling"":5.1,""acceleration"":4.1,""launch"":4.2,""braking"":3.5,""offroad"":4.9}"
ford-fiesta-st-day-one-livery-2014,2014,Ford,Fiesta ST (Day One livery),2014 Ford Fiesta ST (Day One livery),2720,61,FWD,B,602,197,202,1596,,,,,,,"{""speed"":5.4,""handling"":6.3,""acceleration"":6.7,""launch"":"""",""braking"":"""",""offroad"":""""}"
ford-fpv-limited-edition-pursuit-ute-2014,2014,Ford,FPV Limited Edition Pursuit Ute,2014 Ford FPV Limited Edition Pursuit Ute,3946,53,RWD,B,685,422,402,4951,,,245,Common,50000,,"{""speed"":6.3,""handling"":5,""acceleration"":4.7,""launch"":4.9,""braking"":3.7,""offroad"":5.1}"
ford-fpv-limited-edition-pursuit-ute-forza-edition-2014,2014,Ford,FPV Limited Edition Pursuit Ute Forza Edition,2014 Ford FPV Limited Edition Pursuit Ute Forza Edition,3483,53,RWD,A,675,610,574,,,,,,,,"{""speed"":7,""handling"":5.3,""acceleration"":8.6,""launch"":"""",""braking"":5.5,""offroad"":""""}"
ford-fpv-limited-edition-pursuit-ute-horizon-edition-2014,2014,Ford,FPV Limited Edition Pursuit Ute Horizon Edition,2014 Ford FPV Limited Edition Pursuit Ute Horizon Edition,3946,53,RWD,A,715,422,402,4951,,,,,,,"{""speed"":6.5,""handling"":6.5,""acceleration"":7.7,""launch"":7.7,""braking"":7.3,""offroad"":""""}"
ford-ranger-t6-rally-raid-2014,2014,Ford,Ranger T6 Rally Raid,2014 Ford Ranger T6 Rally Raid,4354,55,AWD,B,643,349,413,4949,,,245,Epic,250000,,"{""speed"":4.4,""handling"":4.8,""acceleration"":5.4,""launch"":7.8,""braking"":4,""offroad"":8.4}"
ford-f-150-svt-raptor-shelby-2013,2013,Ford,F-150 SVT Raptor Shelby,2013 Ford F-150 SVT Raptor Shelby,6200,56,AWD,,,575,592,6210,,,325,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
ford-focus-st-2013,2013,Ford,Focus ST,2013 Ford Focus ST,2976,60,FWD,B,636,247,265,1999,,,,,,,"{""speed"":5.8,""handling"":6.3,""acceleration"":7,""launch"":7,""braking"":6.9,""offroad"":""""}"
ford-focus-st-day-one-2013,2013,Ford,Focus ST (Day One),2013 Ford Focus ST (Day One),2557,,FWD,,,247,265,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
ford-formula-ford-ecoboost-200-2013,2013,Ford,Formula Ford EcoBoost 200,2013 Ford Formula Ford EcoBoost 200,1069,35,RWD,S,772,213,211,,,,,,,,"{""speed"":5.5,""handling"":6.8,""acceleration"":9,""launch"":"""",""braking"":6.8,""offroad"":""""}"
ford-mustang-boss-302-2013,2013,Ford,Mustang Boss 302,2013 Ford Mustang Boss 302,3631,,RWD,A,519,444,380,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
ford-mustang-boss-302-pizza-hut-edition-2013,2013,Ford,Mustang Boss 302: Pizza Hut edition,2013 Ford Mustang Boss 302: Pizza Hut edition,3631,,RWD,A,544,444,380,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
ford-shelby-gt500-2013,2013,Ford,Shelby GT500,2013 Ford Shelby GT500,3898,57,RWD,A,756,662,631,5812,,,285,Rare,115000,,"{""speed"":7.4,""handling"":5.2,""acceleration"":4.7,""launch"":4.6,""braking"":4.3,""offroad"":4.9}"
ford-shelby-gt500-ltd-ed-2013,2013,Ford,Shelby GT500 (Ltd. Ed.),2013 Ford Shelby GT500 (Ltd. Ed.),3898,,RWD,,,662,631,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
ford-shelby-gt500-rockstar-energy-edition-2013,2013,Ford,Shelby GT500 Rockstar Energy edition,2013 Ford Shelby GT500 Rockstar Energy edition,3898,,RWD,A,600,662,631,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
ford-05-ford-racing-fusion-stock-car-2011,2011,Ford,#05 Ford Racing Fusion Stock Car,2011 Ford #05 Ford Racing Fusion Stock Car,3400,,RWD,R3,729,825,650,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
ford-17-dick-johnson-racing-team-fg-falcon-2011,2011,Ford,#17 Dick Johnson Racing Team FG Falcon,2011 Ford #17 Dick Johnson Racing Team FG Falcon,2987,,RWD,R3,709,630,465,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
ford-19-mother-energy-racing-team-fg-falcon-2011,2011,Ford,#19 Mother Energy Racing Team FG Falcon,2011 Ford #19 Mother Energy Racing Team FG Falcon,2987,,RWD,R3,709,630,465,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
ford-4-irwin-racing-fg-falcon-2011,2011,Ford,#4 IRWIN Racing FG Falcon,2011 Ford #4 IRWIN Racing FG Falcon,2987,,RWD,R3,709,630,465,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
ford-5-ford-performance-racing-fg-falcon-2011,2011,Ford,#5 Ford Performance Racing FG Falcon,2011 Ford #5 Ford Performance Racing FG Falcon,2987,55,RWD,S,765,630,465,4900,,,,,,,"{""speed"":6.9,""handling"":6.2,""acceleration"":8.7,""launch"":8,""braking"":6.8,""offroad"":""""}"
ford-9-sp-tools-racing-fg-falcon-2011,2011,Ford,#9 SP Tools Racing FG Falcon,2011 Ford #9 SP Tools Racing FG Falcon,2987,,RWD,R3,709,630,465,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
ford-f-150-svt-raptor-2011,2011,Ford,F-150 SVT Raptor,2011 Ford F-150 SVT Raptor,6006,57,AWD,C,518,411,434,6210,,,315,Rare,42000,,"{""speed"":5.3,""handling"":3.3,""acceleration"":4.1,""launch"":3.1,""braking"":2.8,""offroad"":8.6}"
ford-f-150-svt-raptor-cheetos-edition-2011,2011,Ford,F-150 SVT Raptor Cheetos Edition,2011 Ford F-150 SVT Raptor Cheetos Edition,,,,,,,,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
ford-f-150-svt-raptor-halo-edition-2011,2011,Ford,F-150 SVT Raptor Halo edition,2011 Ford F-150 SVT Raptor Halo edition,6006,,AWD,D,245,411,434,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
ford-f-150-svt-raptor-lce-livery-2011,2011,Ford,F-150 SVT Raptor LCE Livery,2011 Ford F-150 SVT Raptor LCE Livery,6006,,AWD,D,245,411,434,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
ford-ka-2011,2011,Ford,Ka,2011 Ford Ka,2072,,FWD,F,100,68,75,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
ford-transit-supersportvan-2011,2011,Ford,Transit SuperSportVan,2011 Ford Transit SuperSportVan,4493,60,RWD,D,347,198,346,3198,,,295,Rare,50000,,"{""speed"":5.4,""handling"":4,""acceleration"":2.7,""launch"":3.1,""braking"":2.3,""offroad"":5.4}"
ford-transit-supersportvan-forza-edition-2011,2011,Ford,Transit SuperSportVan Forza Edition,2011 Ford Transit SuperSportVan Forza Edition,2866,60,RWD,B,695,198,332,3198,,,325,FE,300000,Speed Skills,"{""speed"":5.4,""handling"":9.4,""acceleration"":5.4,""launch"":8.5,""braking"":9.4,""offroad"":""""}"
ford-transit-supersportvan-traffic-2011,2011,Ford,Transit SuperSportVan Traffic,2011 Ford Transit SuperSportVan Traffic,,,,,,,,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
ford-crown-victoria-police-interceptor-2010,2010,Ford,Crown Victoria Police Interceptor,2010 Ford Crown Victoria Police Interceptor,4057,55,RWD,D,462,250,297,4606,,,235,Common,25000,,"{""speed"":5.2,""handling"":4.1,""acceleration"":3.1,""launch"":1.9,""braking"":2.5,""offroad"":5.6}"
ford-focus-rs500-2010,2010,Ford,Focus RS500,2010 Ford Focus RS500,3236,,FWD,B,499,345,339,2500,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
ford-fusion-sport-2010,2010,Ford,Fusion Sport,2010 Ford Fusion Sport,3803,61,AWD,C,372,263,249,3500,,,225,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
ford-shelby-gt500-2010,2010,Ford,Shelby GT500,2010 Ford Shelby GT500,3917,,RWD,?,,540,510,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
ford-taurus-sho-2010,2010,Ford,Taurus SHO,2010 Ford Taurus SHO,4368,,AWD,B,447,365,350,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
ford-1-teamvodafone-fg-falcon-2009,2009,Ford,#1 TeamVodafone FG Falcon,2009 Ford #1 TeamVodafone FG Falcon,2987,,RWD,R3,720,630,465,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
ford-25-britek-motorsport-fg-falcon-2009,2009,Ford,#25 Britek Motorsport FG Falcon,2009 Ford #25 Britek Motorsport FG Falcon,2987,,RWD,R3,720,630,,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
ford-40-robertson-racing-ford-gt-mk7-2009,2009,Ford,#40 Robertson Racing Ford GT Mk7,2009 Ford #40 Robertson Racing Ford GT Mk7,2690,,RWD,R3,761,484,455,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
ford-5-ford-performance-racing-fg-falcon-2009,2009,Ford,#5 Ford Performance Racing FG Falcon,2009 Ford #5 Ford Performance Racing FG Falcon,2987,,RWD,R3,720,630,,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
ford-9-sp-tools-racing-fg-falcon-2009,2009,Ford,#9 SP Tools Racing FG Falcon,2009 Ford #9 SP Tools Racing FG Falcon,2987,,RWD,R3,720,630,,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
ford-fiesta-traffic-2009,2009,Ford,Fiesta Traffic,2009 Ford Fiesta Traffic,2138,,FWD,,,118,112,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
ford-fiesta-zetec-s-2009,2009,Ford,Fiesta Zetec S,2009 Ford Fiesta Zetec S,2138,,FWD,,,118,112,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
ford-focus-rs-2009,2009,Ford,Focus RS,2009 Ford Focus RS,3236,62,AWD,B,660,300,318,2522,,,235,Common,25000,,"{""speed"":5.6,""handling"":5.5,""acceleration"":4.4,""launch"":4.5,""braking"":3.9,""offroad"":4.7}"
ford-fusion-stock-car-2008,2008,Ford,Fusion Stock Car,2008 Ford Fusion Stock Car,3400,,RWD,R3,714,825,651,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
ford-shelby-gt500-2007,2007,Ford,Shelby GT500,2007 Ford Shelby GT500,3896,57,RWD,B,535,500,480,,,,,,,,"{""speed"":7.1,""handling"":4.7,""acceleration"":7.8,""launch"":"""",""braking"":4.5,""offroad"":""""}"
ford-focus-st-2006,2006,Ford,Focus ST,2006 Ford Focus ST,3069,,FWD,C,365,223,236,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
ford-gtx1-2006,2006,Ford,GTX1,2006 Ford GTX1,3501,,RWD,A,600,550,500,5400,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
ford-gt-2005,2005,Ford,GT,2005 Ford GT,3390,43,RWD,A,786,550,500,3500,,,315,Epic,300000,,"{""speed"":7.7,""handling"":6.6,""acceleration"":4.7,""launch"":3.3,""braking"":5.3,""offroad"":5.1}"
ford-mustang-gt-2005,2005,Ford,Mustang GT,2005 Ford Mustang GT,3510,,RWD,C,372,303,315,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
ford-10-tiger-racing-mustang-2004,2004,Ford,#10 Tiger Racing Mustang,2004 Ford #10 Tiger Racing Mustang,2900,,RWD,R3,704,521,427,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
ford-f-150-svt-lightning-2003,2003,Ford,F-150 SVT Lightning,2003 Ford F-150 SVT Lightning,4670,57,RWD,C,585,380,450,5410,,,295,Common,20000,,"{""speed"":5.3,""handling"":4.5,""acceleration"":4.2,""launch"":3,""braking"":3.4,""offroad"":6.1}"
