S,Year Makes: 134 Models: 902,Nickname,Ordinal,Year,Makes: 134,Models: 902,Special Access,DLC Pack,Special Reward/Gift,Direct Access,Car Value,Rarity,FE Boost,Car Type,Spec,Class,PI,S,H,A,L,B,O,HP,T,Wt,Wt / HP,%,Displ cc,Aspiration,Engine,Cylinders,Eng,Drive,F Tire,R Tire,Track Width,Aero or kit Options,Engine Conversions (hp),Aspiration Options,Naturally Aspirated,Region,Country,Model Family,Open Top,Doors,Steering,Wheels,No lights,Car Themes,0-60 Sec,0-100 Sec,1/4 Mile,Top Speed,60-0 Feet,100-0 Ft,60 mph g's,100mph g's,60-100 sec,MM VIN,FH5 Debut,Forza Debut,Latest game,New to Forza,FH5,FH4,FM7,FH3,FM6,FH2,FM5,FH1,FM4,FM3,FM2,FM1,# Titles,Xbox gen,
FALSE,2004 Bentley Continental GT,,,2004,Bentley,Continental GT,,,,,,,,Sports,Factory,A,501,,,,,,,552,479,5350,9.69,,,,,12,F,AWD,,,,,,,,Europe,U.K.,,,2,R,4,,,4.040,,,191.8,,,,,,11021,,03-May-05,FM4,FM1,,,,,,,,,FM4,FM3,FM2,FM1,4,360,0
FALSE,2003 Bentley #7 Team Bentley Speed 8,#7 Bentley Spd 8,,2003,Bentley,#7 Team Bentley Speed 8,,,,,,,,Endurance Prototypes,Race,,,7.6,8.5,9.4,,8.4,,633,589,2024,3.20,45,,TT,V,8,M,RWD,,,,,,,no,Europe,U.K.,,,2,R,4,,,3.600,5.900,,204.6,83.1,196.4,1.64,2.28,2.300,11020,,03-May-05,FM6,FM1,,,,,FM6,,,,FM4,FM3,FM2,FM1,5,XBO,0
FALSE,1991 Bentley Turbo R,Bentley Turbo R,3172,1991,Bentley,Turbo R,Seasonal,Series 12 cu,,,"250,000",Rare,,Retro Saloons,Factory,C,543,5.4,4.6,3.1,1.4,3.1,5.8,328,487,5313,16.20,51,6750,T,V,8,F,RWD,,235,Both,Forza,"475d, 510, 602, 805, 700V, 800, 1750, 700W",TT,stock,Europe,U.K.,,,4,L,4,,HH,6.670,19.350,,148.2,154.9,382.9,0.82,0.81,12.680,13153,15-Sep-22,26-Aug-20,FH5,FH4,cu,cu,,,,,,,,,,,2,XBO,1
FALSE,1930 Bentley 8 Litre,Bentley 8 Litre,1372,1930,Bentley,8 Litre,"Autoshow, WS",,,,"1,500,000",Legendary,,Rare Classics,Factory,D,181,3.7,3.5,2.4,1.8,1.8,5.7,220,383,5600,25.45,59,7983,NA,Inline,6,F,RWD,,175,Rear,Forza,"321, 510, 602, 805, 700V, 800",PDS,stock,Europe,U.K.,,,4,R,4,,Heavy,16.046,50.017,,103.1,196.4,478.3,0.63,0.62,33.971,12957,05-Nov-21,28-Sep-18,FH5,FH4,FH5,FH4,,,,,,,,,,,2,XBO,1
FALSE,1930 Bentley Blower 4-1/2 Litre Supercharged,4-1/2 Liter '31,2976,1930,Bentley,Blower 4-1/2 Litre Supercharged,"Autoshow, WS",,,,"4,000,000",Legendary,,Vintage Racers,Factory,D,207,3.7,3.3,2.1,2.3,1.9,5.8,175,310,4395,25.11,56,4398,PDS,Inline,4,F,RWD,,?,no,hood straps,"321, 510, 602, 805, 700",TT,eng,Europe,U.K.,,Yes,2,R,4,,"BRG, ?HR",10.417,39.032,,103.7,188.0,461.7,0.64,0.64,28.615,12958,05-Nov-21,28-Sep-18,FH5,FH4,FH5,Castle,,,,,,,,,,,2,XBO,1
FALSE,2010 Bertone Mantide,,,2010,Bertone,Mantide,,,,,,,,Super,Factory,S,645,,,,,,,638,604,3149,4.94,52,6200,,V,8,F,RWD,,335,,,,,,Europe,Italy,,,2,L,4,,,3.187,7.300,,231.4,,,,,4.113,11639,,08-Jun-10,FM4,FM3,,,,,,,,,FM4,DLC,,,2,360,0
FALSE,2023 BMW M2,BMW M2 '23,3763,2023,BMW,M2,"Backstage, Seasonal",Series 25 cu,,,"250,000",Rare,,Super Saloons,Factory,A,762,6.8,5.9,5.6,5.6,5.2,5.0,453,405,3748,8.27,50,2993,TT,Inline,6,F,RWD,,285,Both,Forza,"414, 500, 805",none,,Europe,Germany,,,2,L,4,,,4.200,10.300,,186.8,124.6,301.4,0.99,1.04,6.100,13389,28-Sep-23,28-Sep-23,FH5,FH5,cu,,,,,,,,,,,,1,XBO,1
FALSE,2022 BMW i4 eDrive40,BMW i4 '22,3734,2022,BMW,i4 eDrive40,"Backstage, Seasonal",Series 25 cu,,,"250,000",Rare,,Super Saloons,Factory,B,633,4.1,4.7,4.1,4.2,3.6,5.4,335,317,4680,13.97,45,0,E,E,E,R,RWD,225/50R18,225/50R18,Both,"Preset, Widebody",670,none,E,Europe,Germany,,,4,L,4,,,5.500,13.050,,118.1,147.7,362.0,0.87,0.87,7.550,13390,05-Oct-23,05-Oct-23,FH5,FH5,cu,,,,,,,,,,,,1,XBO,1
FALSE,2022 BMW iX xDrive50,BMW iX '22,3737,2022,BMW,iX xDrive50,"Backstage, Seasonal",Series 25 cu,,,"250,000",Rare,,Sports Utility Heroes,Factory,A,703,4.3,4.1,5.2,5.4,3.5,6.1,516,564,5534,10.72,48,0,E,E,E,M,AWD,,275,Both,"Preset, Widebody","671b, 1893b",none,E,Europe,Germany,,,5,L,4,,,4.017,9.300,,124.8,126.6,339.1,0.89,0.88,5.215,13388,21-Sep-23,21-Sep-23,FH5,FH5,cu,,,,,,,,,,,,1,XBO,1
FALSE,2022 BMW M5 CS,BMW M5 '22,3764,2022,BMW,M5 CS,"Backstage, Seasonal",Series 41 cu,,,"250,000",Rare,,Super Saloons,Factory,S1,827,7.6,6.0,9.5,10.0,6.7,5.6,626,553,4023,6.43,56,4395,TT,V,8,F,AWD,275/35R20,285/35R20,Both,Aftermarket,"414, 510, 500, 602, 805",none,eng,Europe,Germany,,,4,L,4,,,2.600,6.200,,208.7,91.1,217.2,1.14,1.19,3.600,,19-Dec-24,19-Dec-24,FH5,FH5,cu,,,,,,,,,,,,1,XBO,
FALSE,2021 BMW M3 Competition Sedan,BMW M3 '21,3644,2021,BMW,M3 Competition Sedan,"Backstage, Seasonal",Series 25 cu,,,"250,000",Epic,,Super Saloons,Factory,A,772,7.0,5.3,5.2,5.5,5.0,5.3,503,479,3814,7.58,53,2993,TT,Inline,6,F,RWD,,285,Both,Sport,"414, 500, 805",none,eng,Europe,Germany,,,4,L,4,,,3.610,8.825,,173.5,129.3,307.7,0.98,1.02,5.215,13386,14-Sep-23,14-Sep-23,FH5,FH5,cu,,,,,,,,,,,,1,XBO,1
FALSE,2021 BMW M4 Competition Coupé,BMW M4 '21,3645,2021,BMW,M4 Competition Coupé,"Backstage, Seasonal",Series 11 cu,Gift 202212,,"250,000",Rare,,Super Saloons,Factory,A,778,7.1,6.0,5.2,5.5,5.2,5.0,503,479,3803,7.56,53,2993,TT,Inline,6,F,RWD,,285,Both,Sport,"414, 500, 805",none,eng,Europe,Germany,,,2,L,4,,,3.676,7.972,,195.2,123.7,298.9,0.99,1.05,4.296,13295,25-Aug-22,25-Aug-22,FH5,FH5,cu,,,,,,,,,,,,1,XBO,1
FALSE,2020 BMW M2 Competition Coupé,,,2020,BMW,M2 Competition Coupé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,Germany,,,2,L,4,,,,,,,,,,,.000,13432,,26-Oct-23,FM,FM,,,,,,,,,,,,,0,XBO,0
FALSE,2020 BMW M8 Competition Coupe,BMW M8 Comp,3518,2020,BMW,M8 Competition Coupe,DLC Autoshow,FH5 Car Pass,Free w/DLC,,"175,000",Rare,,GT Cars,Factory,A,791,7.7,6.3,8.6,9.7,6.3,5.3,617,553,4354,7.06,53,4400,TT,V,8,F,AWD,,285,Both,Aftermarket,"602, 805",none,eng,Europe,Germany,,,2,L,4,,,2.500,6.300,,209.9,101.8,251.3,0.97,1.02,3.800,13295,26-May-22,26-May-22,FH5,FH5,DLC,,,,,,,,,,,,1,XBO,1
FALSE,2019 BMW Z4 Roadster,BMW Z4 '19,3173,2019,BMW,Z4 Roadster,"Autoshow, WS",,,,"35,000",Common,,Modern Sports Cars,Factory,A,751,6.7,6.0,5.6,6.0,4.4,4.6,382,369,3252,8.51,50,2998,T,Inline,6,F,RWD,,275,Both,Forza,"414, 510, 500, 805",none,eng,Europe,Germany,,Yes,2,L,4,,,4.385,9.884,,182.6,132.6,327.1,0.99,1.02,5.499,13082,05-Nov-21,04-Apr-19,FH5,FH4,FH5,cu,,,,,,,,,,,2,XBO,1
FALSE,2018 BMW #1 BMW M Motorsport M8 GTE,BMW #1 M8 GTE,3073,2018,BMW,#1 BMW M Motorsport M8 GTE,DLC Autoshow,FH5 Apex Allstars,Free w/DLC,,"313,000",Rare,,Extreme Track Toys,Race,S2,910,7.3,8.4,6.3,2.9,8.7,4.5,600,500,2910,4.85,50,3981,TT,V,8,F,RWD,300/35R18,310/40R18,Both,Adjustable,none,none,no,Europe,Germany,,,2,L,4,,,6.069,3.067,,199.5,76.5,177.4,1.69,1.97,6.069,13044,25-Apr-24,08-Dec-18,FH5,FM7,cu,,cu,,,,,,,,,,2,XBO,1
FALSE,2018 BMW i8 Roadster,BMW I8 Roadster,,2018,BMW,i8 Roadster,,,,,"150,000",Epic,,Modern Super Cars,Factory,A,776,7.6,6.4,8.5,10.0,6.4,,357,420,3671,10.28,49,1500,T,Inline,3,M,AWD,,245,Both,Forza,"414, 475, 500",none,eng,Europe,Germany,,Yes,2,L,4,,,4.400,10.400,,196.0,150.4,372.1,0.91,0.94,6.000,13024,,18-Oct-18,FH4,FH4,,DLC,,,,,,,,,,,1,XBO,0
FALSE,2018 BMW M5,BMW M5 '18,3071,2018,BMW,M5,"Autoshow, WS",,,,"105,000",Rare,,Super Saloons,Factory,A,784,7.6,6.1,8.7,9.7,6.2,5.1,600,553,4370,7.28,55,4395,TT,V,8,F,AWD,,285,Both,Forza,"602, 805",none,eng,Europe,Germany,M5,,5,L,4,,,2.800,6.600,,207.8,102.9,252.9,0.95,0.98,3.800,13045,05-Nov-21,13-Dec-18,FH5,FH4,FH5,DLC,,,,,,,,,,,2,XBO,1
FALSE,2017 BMW #24 BMW Team RLL M6 GTLM,BMW #24 M6 GTLM,,2017,BMW,#24 BMW Team RLL M6 GTLM,,,,,,,,Forza GT,Race,R,816,6.7,7.0,8.8,,6.9,,500,454,2756,5.51,50,,TT,V,8,F,RWD,,,,,,,no,Europe,Germany,,,2,L,4,,,3.800,7.400,11.417,181.4,111.6,263.7,1.44,1.65,3.600,12859,,16-Jan-18,FM7,FM7,,,DLC,,,,,,,,,,1,XBO,0
FALSE,2016 BMW M2 Coupé,BMW M2,2477,2016,BMW,M2 Coupé,"Autoshow, WS",,,,"69,000",Common,,Super Saloons,Factory,A,718,6.5,5.7,5.2,5.5,4.6,4.8,365,369,3450,9.45,51,2979,T,Inline,6,F,RWD,,265,Both,Street,"414, 510, 500, 805",none,eng,Europe,Germany,,,2,L,4,,AvM,4.186,9.984,12.700,178.1,132.8,321.6,0.95,0.99,5.798,12625,05-Nov-21,04-Oct-16,FH5,FH3,FH5,FH4,FM7,DLC,,,,,,,,,4,XBO,1
FALSE,2016 BMW M4 GTS,BMW M4 '16,2628,2016,BMW,M4 GTS,Car Collection,,,,"135,000",Epic,,Track Toys,Factory,S1,814,7.2,7.6,5.7,6.0,7.0,4.0,493,442,3329,6.75,51,2979,TT,Inline,6,F,RWD,,285,Both,Safety Lights,"510, 805",none,eng,Europe,Germany,,,2,L,4,,AvM,3.682,7.955,11.933,197.0,93.2,225.1,1.12,1.20,4.273,12632,05-Nov-21,01-Nov-16,FH5,FH3,FH5,FH4,FM7,DLC,,,,,,,,,4,XBO,1
FALSE,2015 BMW i8,BMW I8,2133,2015,BMW,i8,"Autoshow, WS",,,,"140,000",Rare,,Modern Supercars,Factory,A,764,7.2,6.4,7.7,8.7,4.6,4.9,357,420,3380,9.47,49,1499,T,Inline,3,M,AWD,,245,Both,Forza,"414, 500, 475(3L)",none,eng,Europe,Germany,,,2,L,4,,,3.617,9.000,12.100,198.3,120.4,311.1,0.97,1.01,5.383,12650,05-Nov-21,03-Jan-17,FH5,FH3,FH5,FH4,FM7,DLC,,,,,,,,,4,XBO,1
FALSE,2015 BMW X6 M,BMW X6 M,2431,2015,BMW,X6 M,"WS, Seasonal",,,,"130,000",Epic,,Sports Utility Heroes,Factory,B,687,6.5,4.9,6.0,6.6,4.1,5.8,567,553,5185,9.14,52,4395,TT,V,8,F,AWD,,325,Both,Forza,"475d, 602, 805, 700",none,eng,Europe,Germany,,,5,L,4,,"AvM, Heavy, DD",4.000,9.800,11.967,179.1,126.6,315.8,0.92,0.91,5.800,12452,05-Nov-21,03-May-16,FH5,FM6,FH5,FH4,FM7,FH3,DLC,,,,,,,,5,XBO,1
FALSE,2014 BMW #5 Ebay Motors 125i M Sport,#5 BMW 125.i,,2014,BMW,#5 Ebay Motors 125i M Sport,,,,,,,,Forza Touring Cars,Race,S,742,6.0,6.6,8.4,,6.5,,355,317,2425,6.83,50,,T,Inline,4,F,RWD,,,,,,,no,Europe,Germany,,,3,L,4,,,4.000,9.600,12.133,160.1,130.0,294.5,1.37,1.52,5.600,12316,,15-Sep-15,FM7,FM6,,,FM7,,FM6,,,,,,,,2,XBO,0
FALSE,2014 BMW #55 BMW Team RLL Z4 GTE,#55 BMW Z4 GTE,,2014,BMW,#55 BMW Team RLL Z4 GTE,,,,,,,,Forza GT,Race,R,814,6.4,7.3,8.7,,7.1,,480,354,2712,5.65,50,4400,NA,V,8,F,RWD,,,,,,,stock,Europe,Germany,,,2,L,4,,AvM,3.300,7.000,11.450,174.4,107.9,248.7,1.49,1.70,3.700,12317,,15-Sep-15,FM7,FM6,,,FM7,DLC,FM6,,,,,,,,3,XBO,0
FALSE,2014 BMW #56 BMW Team RLL Z4 GTE,#56 BMW Z4 GTE,,2014,BMW,#56 BMW Team RLL Z4 GTE,,,,,,,,Forza GT,Livery,R,814,6.4,7.3,8.7,,7.1,,480,354,2712,5.65,50,,NA,V,8,F,RWD,,,,,,,stock,Europe,Germany,,,2,L,4,,,3.300,7.000,11.450,174.4,107.9,248.7,1.49,1.70,3.700,12318,,15-Sep-15,FM7,FM6,,,FM7,,FM6,,,,,,,,2,XBO,0
FALSE,2014 BMW M235i,BMW M235i '14,,2014,BMW,M235i,,,,,,,,Super Saloons,Factory,B,700,6.6,6.4,7.5,7.8,7.0,,322,332,3208,9.96,52,2979,T,Inline,6,F,RWD,,,,,,,eng,Europe,Germany,,,2,L,4,,AvM,4.816,12.300,,177.3,156.9,381.0,0.87,0.89,7.484,12203,,03-Feb-15,FH3,FH2,,,,FH3,FM6,DLC,,,,,,,3,XBO,0
FALSE,2014 BMW M4 Coupe,BMW M4 '14,2154,2014,BMW,M4 Coupe,"Autoshow, WS",,,,"92,000",Rare,,Super Saloons,Factory,A,782,7.1,6.2,5.3,5.6,6.5,4.7,431,405,3389,7.86,52,2979,TT,Inline,6,F,RWD,,275,Both,Preset / WB,"414, 500, 805",none,eng,Europe,Germany,,,2,L,4,,AvM,3.900,10.000,13.017,194.4,106.7,254.4,0.99,1.06,6.100,12187,05-Nov-21,04-Nov-14,FH5,FH2,FH5,FH4,FM7,FH3,FM6,DLC,,,,,,,6,XBO,1
FALSE,2014 BMW M4 Coupe Forza Edition,BMW M4 '14 FE,,2014,BMW,M4 Coupe Forza Edition,DLC store,,,,,,,Sport Touring,Upgraded,A,672,7.0,5.8,8.0,,5.7,,478,450,3060,6.40,52,,TT,Inline,6,F,RWD,,,,,,,eng,Europe,Germany,,,2,L,4,,,3.900,10.000,12.433,186.7,129.5,324.5,1.25,1.28,6.100,12754,,29-Sep-17,FM7,FM7,,,FE,,,,,,,,,,1,XBO,0
FALSE,2014 BMW M4 Coupe Horizon Edition,,,2014,BMW,M4 Coupe Horizon Edition,,,,,,,,Super Saloons,Upgraded,S1,826,7.4,7.4,8.3,8.2,9.1,,431,405,3389,7.86,52,2979,TT,V,8,F,RWD,,S1,,,,,eng,Europe,Germany,,,2,L,4,,AvM,,,,,,,,,.000,12559,,23-Sep-16,FH3,FH3,,,,HE,,,,,,,,,1,XBO,0
FALSE,2014 BMW Team Forza M4 Coupe,,,2014,BMW,Team Forza M4 Coupe,DLC promo,,,,,,,Ultimate Sport Machines,Livery,,,6.7,5.6,8.0,,5.6,,441,415,3152,7.15,51,,TT,Inline,6,F,RWD,,,,,,,,Europe,Germany,,,2,L,4,,,,,,,,,,,.000,12302,,10-Sep-15,FM6,FM6,,,,,DLC,,,,,,,,1,XBO,0
FALSE,2013 BMW M Performance M3 Racing,,,2013,BMW,M Performance M3 Racing,,,,,,,,German Touring Cars,Race,,,,,,,,,480,368,2238,4.66,,,NA,V,8,F,RWD,,,,,,,,Europe,Germany,,,2,L,4,,,2.900,,,185.8,,,,,,12096,,06-May-14,FM5,FM5,,,,,,,DLC,,,,,,1,XBO,0
FALSE,2013 BMW M135i,,,2013,BMW,M135i,,,,,,,,Hatch,Factory,B,484,,,,,,,315,330,3336,10.59,,,,Inline,6,F,RWD,,,,,,,,Europe,Germany,,,3,L,4,,,,,,,,,,,,12006,,05-Mar-13,FH1,FH1,,,,,,,,DLC,,,,,1,360,0
FALSE,2013 BMW M6 Coupe,BMW M6 '13,2018,2013,BMW,M6 Coupe,"Autoshow, WS",,,,"120,000",Rare,,GT Cars,Factory,A,758,7.5,5.8,5.0,5.2,5.9,4.6,560,500,4255,7.60,53,4395,TT,V,8,F,RWD,,295,Both,Forza,"602, 805",none,eng,Europe,Germany,,,2,L,4,,AvM,4.113,8.500,12.200,203.7,110.5,264.5,0.95,0.98,4.387,11957,05-Nov-21,23-Oct-12,FH5,FH1,FH5,FH4,FM7,FH3,FM6,DLC,DLC,FH1,,,,,8,XBO,1
FALSE,2013 BMW M6 Coupe Forza Edition,BMW M6 '13 FE,,2013,BMW,M6 Coupe Forza Edition,Exclusive,,,,"370,000",FE,Drift Skills,GT Cars,Upgraded,A,780,7.9,6.3,6.3,7.9,6.8,,560,500,4255,7.60,53,4395,TT,V,8,F,RWD,,295,no,Preset Forza,"602, 700",,eng,Europe,Germany,,,2,L,4,,AvM,,,,,,,,,.000,12961,,28-Sep-18,FH4,FH4,,FE,,,,,,,,,,,1,XBO,0
FALSE,2012 BMW M5,BMW M5 '12,1451,2012,BMW,M5,"Autoshow, WS",,,,"112,000",Rare,,Super Saloons,Factory,A,766,7.4,6.0,5.3,5.6,4.8,4.6,552,501,4123,7.47,52,4395,TT,V,8,F,RWD,,295,Both,Forza,"602, 805",none,eng,Europe,Germany,M5,,5,L,4,,AvM,4.100,9.500,12.533,202.0,126.7,309.6,0.97,1.00,5.400,11704,05-Nov-21,13-Oct-11,FH5,FM4,FH5,FH4,FM7,FH3,FM6,FH2,FM5,FH1,cu,,,,9,XBO,1
FALSE,2012 BMW M5 F10 Design Challenge,,,2012,BMW,M5 F10 Design Challenge,DLC promo,FM4 BMW,,,,,,Sedan,Livery,A,532,,,,,,,552,501,4123,7.47,,,,,8,F,RWD,,,,,,,,Europe,Germany,,,5,L,4,,,4.087,,,195.9,,,,,,11705,,13-Oct-11,FM4,FM4,,,,,,,,,DLC,,,,1,360,0
FALSE,2012 BMW Team Forza M5,BMW M5 TF,,2012,BMW,Team Forza M5,DLC promo,,,,,,,Executive Heavyweights,Upgraded,,,7.3,5.2,8.1,,5.2,,552,501,4123,7.47,52,,TT,V,8,F,RWD,,,,,,,eng,Europe,Germany,M5,,5,L,4,,,4.100,9.500,,194.9,118.8,297.0,1.15,1.20,5.400,12156,,30-Sep-14,FM6,FH2,,,,,DLC,DLC,,,,,,,2,XBO,0
FALSE,2012 BMW Z4 sDrive28i,,,2012,BMW,Z4 sDrive28i,,,,,,,,Open Top,Factory,B,414,,,,,,,245,258,3285,13.41,,1997,T,Inline,4,F,RWD,,,,,,,,Europe,Germany,,Yes,2,L,4,,,,,,,,,,,,11958,,23-Oct-12,FH1,FH1,,,,,,,,FH1,,,,,1,360,0
FALSE,2011 BMW 1 Series M Coupe,BMW 1M,1385,2011,BMW,1 Series M Coupe,"Autoshow, WS",,,,"55,000",Rare,,Super Saloons,Factory,A,712,6.4,5.9,5.2,5.4,4.5,4.8,335,332,3296,9.84,52,2979,TT,Inline,6,F,RWD,,265,Both,Street,"414, 510, 500, 805",T,eng,Europe,Germany,,,2,L,4,,AvM,4.700,11.600,13.150,176.9,159.5,379.3,0.90,0.94,6.900,11742,05-Nov-21,14-Oct-11,FH5,FM4,FH5,FH4,FM7,FH3,FM6,FH2,FM5,FH1,DLC,,,,9,XBO,1
FALSE,2011 BMW X5 M,BMW X5 M,1350,2011,BMW,X5 M,"Autoshow, WS",,,,"100,000",Common,,Sports Utility Heroes,Factory,B,666,6.4,4.8,5.9,6.6,3.7,6.3,547,501,5368,9.81,51,4395,TT,V,8,F,AWD,,315,Both,Preset / Offroad,"475d, 602, 805, 700",none,eng,Europe,Germany,,,5,L,4,,"AvM, Heavy",4.016,10.000,12.533,175.8,134.7,341.5,0.89,0.89,5.984,11747,05-Nov-21,14-Oct-11,FH5,FM4,FH5,FH4,FM7,FH3,FM6,FH2,FM5,,FM4,,,,8,XBO,1
FALSE,2011 BMW X5 M Forza Edition,BMW X5M FE,3556,2011,BMW,X5 M Forza Edition,DLC Autoshow,FH5 VIP,Free w/DLC,,"500,000",FE,Event XP,Extreme Track Toys,Upgraded,S2,998,8.0,10.0,10.0,10.0,9.4,4.4,552,501,4123,7.47,52,4395,TT,V,8,F,RWD,,295,Both,Forza,none,TT,eng,Europe,Germany,M5,,5,L,4,,AvM,4.000,10.000,,221.8,71.8,171.9,1.80,2.21,6.000,13212,05-Nov-21,05-Nov-21,FH5,FH5,DLC,,,,,,,,,,,,1,XBO,1
FALSE,2011 BMW X5 M Traffic,,,2011,BMW,X5 M Traffic,Horizon Promo,,,,,,,,Traffic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13202,,04-Nov-21,FH5,FH5,HP,,,,,,,,,,,,1,XBO,0
FALSE,2011 BMW Z4 sDrive35is,BMW Z4 '11,,2011,BMW,Z4 sDrive35is,,,,,"55,000",Rare,,Modern Sports Cars,Factory,A,727,7.2,6.2,6.5,8.2,5.7,,335,369,3362,10.04,49,2979,TT,Inline,6,F,RWD,,255,Both,Forza,414,none,eng,Europe,Germany,,,2,L,4,,,4.700,11.600,13.150,180.7,171.3,416.9,0.89,0.91,6.900,11612,,08-Mar-10,FH4,FM3,,FH4,FM7,FH3,FM6,FH2,FM5,,FM4,DLC,,,8,XBO,0
FALSE,2010 BMW #79 Jeff Koons M3 GT2 Art Car,,,2010,BMW,#79 Jeff Koons M3 GT2 Art Car,,,,,,,,GT2,Livery,R3,756,,,,,,,491,372,2701,5.50,,,,,8,F,RWD,,,,,,,,Europe,Germany,,,2,L,4,,,3.400,,,180.4,,,,,-3.400,11741,,14-Oct-11,FM4,FM4,,,,,,,,,FM4,,,,1,360,0
FALSE,2010 BMW M3 GTS,BMW E92 M3 GTS,1598,2010,BMW,M3 GTS,Seasonal,Series 11 cu,,,"250,000",Epic,,Track Toys,Factory,A,794,7.3,7.6,5.5,5.9,5.7,4.3,444,324,3408,7.68,52,4361,NA,V,8,F,RWD,,285,Both,Adjustable,"510, 500, 602, 805, 850","TT, PDS",stock,Europe,Germany,M3,,2,L,4,,,4.070,8.868,,199.1,116.1,275.2,1.11,1.20,4.798,11990,08-Sep-22,06-Nov-12,FH5,FH1,cu,cu,,,,,,DLC,,,,,3,XBO,1
FALSE,2010 BMW M6 Coupe,BMW M6 '10,,2010,BMW,M6 Coupe,,,,,,,,Sport Luxury,Factory,B,592,7.4,4.8,8.0,,4.7,,500,383,4098,8.20,52,,NA,V,10,F,RWD,,,,,,,stock,Europe,Germany,,,2,L,4,,,4.117,8.900,12.400,200.0,133.9,335.6,1.11,1.09,4.783,11602,,12-Jan-10,FM7,FM3,,,FM7,,,,,,FM4,DLC,,,3,XBO,0
FALSE,2010 BMW M6 Coupe Design Challenge,,,2010,BMW,M6 Coupe Design Challenge,DLC promo,FM4 BMW,,,,,,Sports,Livery,A,509,,,,,,,500,383,4098,8.20,,,,,10,F,RWD,,,,,,,,Europe,Germany,,,2,L,4,,,4.100,,,193.6,,,,,,11706,,13-Oct-11,FM4,FM4,,,,,,,,,DLC,,,,1,360,0
FALSE,2010 BMW X6 M,,,2010,BMW,X6 M,,,,,,,,SUV,Factory,A,506,,,,,,,547,501,5324,9.73,,,,,8,F,AWD,,,,,,,,Europe,Germany,,,5,L,4,,,4.300,,,181.2,,,,,-4.300,11640,,08-Jun-10,FM4,FM3,,,,,,,,,FM4,DLC,,,2,360,0
FALSE,2010 BMW Z4 GT3,,,2010,BMW,Z4 GT3,,,,,,,,GT3,Race,R3,721,,,,,,,530,393,2646,4.99,,,,,8,F,RWD,,,,,,,,Europe,Germany,,,2,L,4,,,3.800,,,166.1,,,,,-3.800,11749,,14-Oct-11,FM4,FM4,,,,,,,,,FM4,,,,1,360,0
FALSE,2009 BMW #92 Rahal Letterman Racing M3 GT2,#92 BMW M3 GT2,,2009,BMW,#92 Rahal Letterman Racing M3 GT2,,,,,,,,Forza GT,Race,R,827,6.7,7.0,8.9,,6.9,,491,372,2701,5.50,50,,NA,V,8,F,RWD,,,,,,,stock,Europe,Germany,M3,,2,L,4,,,3.417,7.352,11.440,180.4,115.4,269.5,1.44,1.66,3.935,11473,,27-Oct-09,FM7,FM3,,,FM7,,FM6,,FM5,,FM4,FM3,,,5,XBO,0
FALSE,2009 BMW 135i Coupe,,,2009,BMW,135i Coupe,,,,,,,,Sports,Factory,B,454,,,,,,,300,300,3373,11.24,,,,,6,F,RWD,,,,,,,,Europe,Germany,,,2,L,4,,,4.800,,,170.4,,,,,-4.800,11474,,27-Oct-09,FM4,FM3,,,,,,,,,FM4,FM3,,,2,360,0
FALSE,2009 BMW GAME M3 E92,,,2009,BMW,GAME M3 E92,DLC promo,,,,,,,,Livery,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,Germany,,,2,L,4,,,,,,,,,,,,11475,,27-Oct-09,FM3,FM3,,,,,,,,,,DLC,,,1,360,0
FALSE,2009 BMW Gamestop M5 E60,,,2009,BMW,Gamestop M5 E60,DLC promo,,,,,,,,Livery,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,Germany,,,5,L,4,,,,,,,,,,,,11476,,27-Oct-09,FM3,FM3,,,,,,,,,,DLC,,,1,360,0
FALSE,2009 BMW M5,BMW M5 '09,1126,2009,BMW,M5,"Autoshow, WS",,,,"90,000",Rare,,Super Saloons,Factory,A,719,7.1,5.9,5.1,4.9,4.4,4.9,500,383,4012,8.02,52,4999,NA,V,10,F,RWD,,285,Both,Forza,"805, 750","TT, CS",stock,Europe,Germany,M5,,4,L,4,,AvM,4.113,9.500,,193.2,131.7,324.2,0.93,0.96,5.387,11478,05-Nov-21,27-Oct-09,FH5,FM3,FH5,FH4,FM7,,,,,,FM4,FM3,,,5,XBO,1
FALSE,2009 BMW Micromania M5 E60,,,2009,BMW,Micromania M5 E60,DLC promo,,,,,,,,Livery,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,Germany,,,5,L,4,,,,,,,,,,,,11479,,27-Oct-09,FM3,FM3,,,,,,,,,,DLC,,,1,360,0
FALSE,2009 BMW Walmart M5 E60,,,2009,BMW,Walmart M5 E60,DLC promo,,,,,,,,Livery,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,Germany,,,5,L,4,,,,,,,,,,,,11480,,27-Oct-09,FM3,FM3,,,,,,,,,,DLC,,,1,360,0
