"","Year Make Model","Nickname","Ordinal","Votes","Topic","Tags","Link","Year","Make","Model","Special Access","DLC Pack","Car Type","Spec","Class","PI","Aspiration","Engine","Cylinders","Eng","Drive","Region","Country","Model Family","Open Top","Doors","Steering","Wheels","FH5 Debut","Forza Debut","New to Forza","FH5","FH4","FM7","FH3","FM6","FH2","FM5","FH1","FM4","FM3","FM2","FM1","# Titles",""
"FALSE","2022 Ford F-150 Lightning Platinum","F-150 Lightning","3692","26","Ford F-Series F-150 2021-current (Gen 14)","fh5-roster, Ford, pickup-trucks","https://forums.forza.net/t/-/704810","2022","Ford","F-150 Lightning Platinum","DLC","FH5 Rally Adv","Pickups & 4x4s","Factory","B","607","E","E","","F","AWD","N. America","U.S.","","","4","L","4","29-Mar-23","29-Mar-23","FH5","DLC","","","","","","","","","","","","1",""
"FALSE","2022 Ford Focus ST","Ford Focus '22","3904","157","Ford Focus ST 2022","fh5-roster, Ford, hatchbacks","https://forums.forza.net/t/-/559044","2022","Ford","Focus ST","Backstage, Seasonal","Series 37 cu","Super Hot Hatch","Factory","A","707","T","V","6","F","FWD","N. America","U.S.","","","5","R","4","15-Aug-24","15-Aug-24","FH5","cu","","","","","","","","","","","","1",""
"FALSE","2022 Ford Supervan 4","Ford SuperVan 4","3755","99","Ford SuperVan 2022","electric-vehicles, fh5-roster, Ford, racing-vehicles","https://forums.forza.net/t/-/573160","2022","Ford","Supervan 4","DLC Autoshow","FH5 Acceleration","Extreme Track Toys","Tuner","S2","953","E","E","","M","AWD","N. America","U.S.","","","","L","4","26-Mar-24","26-Mar-24","FH5","DLC","","","","","","","","","","","","1",""
"FALSE","2022 GMC Barbie Movie' HUMMER EV PICKUP","Barbie HUMMER EV","3809","","","","","2022","GMC","Barbie Movie' HUMMER EV PICKUP","Autoshow","Series 22 cu","Pickups & 4x4s","Livery","A","718","E","E","","F","AWD","N. America","U.S.","","Yes","4","L","4","26-Jun-23","26-Jun-23","FH5","cu","","","","","","","","","","","","1",""
"FALSE","2022 GMC HUMMER EV Pickup","HUMMER EV Truck","3722","174","GMC Hummer EV Pickup 2022","fh5-roster, GMC, Hummer","https://forums.forza.net/t/-/575151","2022","GMC","HUMMER EV Pickup","Backstage, Seasonal","Series 21 cu","Pickups & 4x4s","Factory","A","718","E","E","","F","AWD","N. America","U.S.","","","4","L","4","15-Jun-23","15-Jun-23","FH5","cu","","","","","","","","","","","","1",""
"FALSE","2022 Gordon Murray Automotive T.50","GMA T.50","3599","451","Gordon Murray T.50 2022","fh5-roster, fm-roster, Gordon-Murray","https://forums.forza.net/t/-/559299","2022","Gordon Murray Automotive","T.50","Backstage, Seasonal","Series 28 cu","Hypercars","Factory","S2","936","NA","V","12","M","RWD","Europe","U.K.","","","2","C","4","25-Dec-23","07-Dec-23","FM","cu","","","","","","","","","","","","1",""
"FALSE","2022 Hennessey Mammoth 6x6","Mammoth 6x6","3740","86","Hennessey Mammoth 6x6 2022","custom-builds, fh5-roster, Hennessey, Offroad","https://forums.forza.net/t/-/657385","2022","Hennessey","Mammoth 6x6","Realms challenge","FH5 Realms","Pickups & 4x4s","Tuner","B","697","PDS","V","8","F","AWD","N. America","U.S.","","","4","L","6","25-Apr-25","25-Apr-25","FH5","cu","","","","","","","","","","","","1",""
"FALSE","2022 Hyundai IONIQ 6","IONIQ6 '22","3828","64","Hyundai Ioniq 6 2022","electric-vehicles, fh5-roster, Hyundai, sedans","https://forums.forza.net/t/-/579462","2022","Hyundai","IONIQ 6","Seasonal","Series 30 cu","Super Saloons","Factory","B","686","E","E","","F","AWD","Asia","Korea","","","4","L","4","08-Feb-24","08-Feb-24","FH5","cu","","","","","","","","","","","","1",""
"FALSE","2022 Hyundai Kona N","Hyundai Kona '22","3820","119","Hyundai Kona 2022","crossovers-suvs, fh5-roster, Hyundai","https://forums.forza.net/t/-/559502","2022","Hyundai","Kona N","Seasonal","Series 30 cu","Sports Utility Heroes","Factory","B","684","T","Inline","4","F","FWD","Asia","Korea","","","5","L","4","08-Feb-24","08-Feb-24","FH5","cu","","","","","","","","","","","","1",""
"FALSE","2022 Hyundai N Vision 74","N Vision 74 '22","3829","686","Hyundai N Vision 74 2022","concepts-prototypes, coupes, fh5-roster, hybrid-vehicles, Hyundai","https://forums.forza.net/t/-/572783","2022","Hyundai","N Vision 74","Backstage, Seasonal","Series 34 cu","Track Toys","Factory","A","799","E","E","","F","RWD","Asia","Korea","","","2","L","4","25-May-24","25-May-24","FH5","cu","","","","","","","","","","","","1",""
"FALSE","2022 Lynk & Co 02 Hatchback","Lynk & Co 02 HB","3788","43","Lynk & Co 02 Hatchback 2022","fh5-roster, hatchbacks, Lynk","https://forums.forza.net/t/-/586781","2022","Lynk & Co","02 Hatchback","Seasonal","Series 30 cu","Hot Hatch","Factory","B","637","T","Inline","4","F","FWD","Asia","China","","","5","L","4","15-Feb-24","15-Feb-24","FH5","cu","","","","","","","","","","","","1",""
"FALSE","2022 Lynk & Co 05+","Lynk & Co 05+","3787","25","Lynk & Co 05 2022","crossovers-suvs, fh5-roster, Lynk","https://forums.forza.net/t/-/589421","2022","Lynk & Co","05+","DLC Autoshow","FH5 Chinese","Sports Utility Heroes","Factory","B","622","T","Inline","4","F","AWD","Asia","China","","","5","L","4","30-Jan-24","30-Jan-24","FH5","DLC","","","","","","","","","","","","1",""
"FALSE","2022 Mazda MX-5 Miata RF","Mazda MX-5 RF","3823","95","Mazda MX-5 Miata RF 2022","fh5-roster, Mazda, open-top-cars, sports-cars","https://forums.forza.net/t/-/560052","2022","Mazda","MX-5 Miata RF","Backstage, Seasonal","Series 36 cu","Modern Sports Cars","Factory","B","626","NA","Inline","4","F","RWD","Asia","Japan","Miata","Toggle","2","L","4","16-Jul-24","16-Jul-24","FH5","cu","","","","","","","","","","","","1",""
"FALSE","2022 MG MG7","MG MG7","3794","59","MG MG7 2023","fh5-roster, MG, sedans","https://forums.forza.net/t/-/596072","2022","MG","MG7","Seasonal","Series 30 cu","Super Saloons","Factory","B","636","T","Inline","4","F","FWD","Europe","U.K.","","","2","L","4","29-Feb-24","29-Feb-24","FH5","cu","","","","","","","","","","","","1",""
"FALSE","2022 Pagani Huayra R","Huayra R '22","3543","149","Pagani Huayra R 2021-current","fh5-roster, fm-roster, one-make, Pagani, racing-vehicles","https://forums.forza.net/t/-/560669","2022","Pagani","Huayra R","DLC Autoshow","FH5 Horizon Racing","Extreme Track Toys","Race","S2","985","NA","V","12","M","RWD","Europe","Italy","","","2","L","4","20-Jun-23","20-Jun-23","FH5","DLC","","","","","","","","","","","","1",""
"FALSE","2022 Porsche 718 Cayman GT4 RS","Cayman GT4 RS","3760","267","Porsche 718 Cayman / Boxster 2016-current (982)","coupes, fh5-roster, open-top-cars, Porsche, sports-cars","https://forums.forza.net/t/-/560828","2022","Porsche","718 Cayman GT4 RS","DLC Autoshow","FH5 Super Speed","Track Toys","Factory","S1","850","NA","Flat","6","M","RWD","Europe","Germany","","","2","L","4","10-Oct-23","10-Oct-23","FH5","DLC","","","","","","","","","","","","1",""
"FALSE","2022 Porsche Mission R","Porsche MissionR","3698","46","Porsche Mission R (GT racing spec)","fh5-roster, fm-roster, Porsche, racing-vehicles","https://forums.forza.net/t/-/571608","2022","Porsche","Mission R","Backstage, Seasonal","Series 20 cu","Extreme Track Toys","Race","S2","925","E","E","","M","AWD","Europe","Germany","","","2","L","4","18-May-23","18-May-23","FH5","cu","","","","","","","","","","","","1",""
"FALSE","2022 Rivian R1S","Rivian R1S","3658","72","Rivian R1S 2020-current","crossovers-suvs, fh5-roster, Rivian","https://forums.forza.net/t/-/561000","2022","Rivian","R1S","Backstage, Seasonal","Series 25 cu","Sports Utility Heroes","Factory","A","726","E","E","","F","AWD","N. America","U.S.","","","5","L","4","05-Oct-23","05-Oct-23","FH5","cu","","","","","","","","","","","","1",""
"FALSE","2022 Rivian R1T","Rivian R1T","3657","133","Rivian R1T 2020-current","electric-vehicles, fh5-roster, pickup-trucks, Rivian","https://forums.forza.net/t/-/561001","2022","Rivian","R1T","Seasonal","Series 25 cu","Pickups & 4x4s","Factory","A","718","E","E","","F","AWD","N. America","U.S.","","","4","L","4","21-Sep-23","21-Sep-23","FH5","cu","","","","","","","","","","","","1",""
"FALSE","2022 SUBARU BRZ","SUBARU BRZ '22","3735","180","Subaru BRZ 2022","coupes, fh5-roster, fm-roster, sports-cars, Subaru","https://forums.forza.net/t/-/576513","2022","SUBARU","BRZ","Seasonal","Series 28 cu","Modern Sports Cars","Factory","B","673","NA","Flat","4","F","RWD","Asia","Japan","","","2","L","4","21-Dec-23","05-Oct-23","FM","cu","","","","","","","","","","","","1",""
"FALSE","2022 SUBARU WRX","SUBARU WRX '22","3819","262","Subaru WRX 2022","fh5-roster, sedans, Subaru","https://forums.forza.net/t/-/567917","2022","SUBARU","WRX","Seasonal","Series 38 cu","Modern Rally","Factory","B","663","NA","Flat","4","F","RWD","Asia","Japan","","","4","L","4","19-Sep-24","19-Sep-24","FH5","cu","","","","","","","","","","","","1",""
"FALSE","2022 Toyota GR86","Toyota GR86 '22","3761","897","Toyota GR86 2021-current","fh5-roster, Toyota","https://forums.forza.net/t/-/561356","2022","Toyota","GR86","Backstage, Seasonal","Series 23 cu","Modern Sports Cars","Factory","B","676","NA","Flat","4","F","RWD","Asia","Japan","","","2","L","4","03-Aug-23","03-Aug-23","FH5","cu","","","","","","","","","","","","1",""
"FALSE","2022 Volkswagen Golf R","VW Golf R '22","3533","731","Volkswagen Golf 2020-current Mk8 ","fh5-roster, fm-roster, Volkswagen","https://forums.forza.net/t/-/561687","2022","Volkswagen","Golf R","DLC Autoshow","FH5 Super Speed","Super Hot Hatch","Factory","B","672","T","Inline","4","F","AWD","Europe","Germany","","","5","L","4","10-Oct-23","05-Oct-23","FH5","DLC","","","","","","","","","","","","1",""
"FALSE","2022 Wuling Hongguang Mini EV Macaron","Wuling Mini EV","3789","20","Wuling Hongguang Mini EV 2022","electric-vehicles, fh5-roster, microcars, Nikrob, Wuling","https://forums.forza.net/t/-/644914","2022","Wuling","Hongguang Mini EV Macaron","DLC Autoshow","FH5 Chinese","Hot Hatch","Factory","D","136","E","E","","R","RWD","Asia","China","","","3","L","4","30-Jan-24","30-Jan-24","FH5","DLC","","","","","","","","","","","","1",""
"FALSE","2023 Aston Martin Valkyrie","AM Valkyrie","2968","826","Aston Martin Valkyrie","Aston-Martin, fh5-roster, fm-roster, hypercars","https://forums.forza.net/t/-/557860","2023","Aston Martin","Valkyrie","Seasonal","Series 28 cu","Hypercars","Factory","S2","978","NA","V","12","M","RWD","Europe","U.K.","","","2","L","4","25-Dec-23","25-Dec-23","FH5","cu","","","","","","","","","","","","1",""
"FALSE","2023 BMW M2","BMW M2 '23","3763","187","BMW M2 '23","BMW, coupes, fh5-roster, fm-roster, sports-cars","https://forums.forza.net/t/-/558078","2023","BMW","M2","Backstage, Seasonal","Series 25 cu","Super Saloons","Factory","A","762","TT","Inline","6","F","RWD","Europe","Germany","","","2","L","4","28-Sep-23","28-Sep-23","FH5","cu","","","","","","","","","","","","1",""
"FALSE","2023 Chevrolet Corvette Z06","Corvette Z06 '23","3766","178","Chevrolet Corvette 2020-2024 C8","Chevrolet, fh5-roster, fm-roster","https://forums.forza.net/t/-/558318","2023","Chevrolet","Corvette Z06","Backstage, Seasonal","Series 27 cu","Track Toys","Factory","S1","855","NA","V","8","M","RWD","N. America","U.S.","","","2","L","4","09-Nov-23","05-Oct-23","FM","cu","","","","","","","","","","","","1",""
"FALSE","2023 Ford F-150 Raptor R","Ford Raptor R","3849","165","Ford F-150 Raptor R 2023","fh5-roster, Ford, pickup-trucks","https://forums.forza.net/t/-/566538","2023","Ford","F-150 Raptor R","Seasonal","Series 32 cu","Pickups & 4x4s","Factory","B","659","PDS","V","8","F","AWD","N. America","U.S.","","","4","L","4","18-Apr-24","26-Mar-24","FH5","cu","","","","","","","","","","","","1",""
"FALSE","2023 Ford Fiesta ST","Ford Fiesta '23","3903","353","Ford Fiesta ST 2023","fh5-roster, Ford, hatchbacks","https://forums.forza.net/t/-/559038","2023","Ford","Fiesta ST","Seasonal","Series 37 cu","Hot Hatch","Factory","B","615","T","Inline","3","F","FWD","N. America","U.S.","","","5","R","4","29-Aug-24","29-Aug-24","FH5","cu","","","","","","","","","","","","1",""
"FALSE","2023 Formula Drift #64 Forsberg Racing Nissan Z","#64 Nissan Z","3744","19","Nissan Z (Formula Drift variants) 2023-current","fh5-roster, Formula-Drift, Nissan, racing-vehicles","https://forums.forza.net/t/-/638962","2023","Formula Drift","#64 Forsberg Racing Nissan Z","Seasonal","Series 22 cu","Drift Cars","Race","S1","854","TT","V","6","F","RWD","N. America","U.S.","","","2","L","4","29-Jun-23","29-Jun-23","FH5","cu","","","","","","","","","","","","1",""
"FALSE","2023 Hyundai IONIQ 5 N","IONIQ 5 N '23","3827","345","Hyundai IONIQ 5 N 2023","crossovers-suvs, electric-vehicles, fh5-roster, Hyundai","https://forums.forza.net/t/-/559500","2023","Hyundai","IONIQ 5 N","Seasonal","Series 35 cu","Sports Utility Heroes","Factory","A","756","E","E","","M","AWD","Asia","Korea","","","5","L","4","27-Jun-24","27-Jun-24","FH5","cu","","","","","","","","","","","","1",""
"FALSE","2023 KIA EV6 GT","KIA EV6 GT '23","3864","109","Kia EV6 GT 2023","crossovers-suvs, electric-vehicles, fh5-roster, Kia","https://forums.forza.net/t/-/576502","2023","KIA","EV6 GT","Backstage, Seasonal","Series 35 cu","Sports Utility Heroes","Factory","A","719","E","E","","M","AWD","Asia","Korea","","","5","L","4","27-Jun-24","27-Jun-24","FH5","cu","","","","","","","","","","","","1",""
"FALSE","2023 Lamborghini Huracán Sterrato","Huracán Sterrato","3840","158","Lamborghini Huracan Sterrato 2023","coupes, fh5-roster, Lamborghini, open-top-cars, supercars","https://forums.forza.net/t/-/645398","2023","Lamborghini","Huracán Sterrato","Realms challenge","FH5 Realms","Rally Monsters","Factory","S1","836","NA","V","10","M","AWD","Europe","Italy","","","2","L","4","25-Apr-25","25-Apr-25","FH5","cu","","","","","","","","","","","","1",""
"FALSE","2023 Lamborghini Huracán Tecnica","Huracán Technica","3753","147","Lamborghini Huracan EVO 2019-current","fh5-roster, Lamborghini","https://forums.forza.net/t/-/559738","2023","Lamborghini","Huracán Tecnica","DLC Autoshow","FH5 Italian Exotics","Modern Supercars","Factory","S1","850","NA","V","10","M","RWD","Europe","Italy","","","2","L","4","15-Aug-23","15-Aug-23","FH5","DLC","","","","","","","","","","","","1",""
"FALSE","2023 Lotus Emira","Lotus Emira","3716","387","Lotus Emira 2022-current","fh5-roster, Lotus","https://forums.forza.net/t/-/568209","2023","Lotus","Emira","DLC Autoshow","FH5 Horizon Racing","Modern Sports Cars","Factory","A","767","PDS","V","6","M","RWD","Europe","U.K.","","","2","L","4","20-Jun-23","20-Jun-23","FH5","DLC","","","","","","","","","","","","1",""
"FALSE","2023 Lucid Air Sapphire","Lucid Air","3811","176","Lucid Air Sapphire 2024","fh5-roster, Lucid","https://forums.forza.net/t/-/575232","2023","Lucid Air","Sapphire","Backstage, Seasonal","Series 27 cu","Super Saloons","Factory","S1","884","E","E","","F","AWD","N. America","U.S.","","","4","L","4","23-Nov-23","23-Nov-23","FH5","cu","","","","","","","","","","","","1",""
"FALSE","2023 McLaren Artura","McL. Artura '23","3668","450","McLaren Artura 2023","coupes, fh5-roster, hybrid-vehicles, McLaren, supercars","https://forums.forza.net/t/-/567481","2023","McLaren","Artura","Backstage, Seasonal","Series 32 cu","Modern Supercars","Factory","S1","860","TT","V","6","M","RWD","Europe","U.K.","","","2","L","4","28-Mar-24","28-Mar-24","FH5","cu","","","","","","","","","","","","1",""
"FALSE","2023 Meyers Manx 2.0 EV","Meyers Manx 2.0","3795","","","","","2023","Meyers","Manx 2.0 EV","Seasonal","Series 26 cu","Buggies","Factory","B","649","E","E","","R","RWD","N. America","U.S.","","","4","L","4","19-Oct-23","19-Oct-23","FH5","cu","","","","","","","","","","","","1",""
"FALSE","2023 MG Cyberster","MG Cyberster","3793","26","MG Cyberster 2023-current","electric-vehicles, fh5-roster, MG, open-top-cars, sports-cars","https://forums.forza.net/t/-/644906","2023","MG","Cyberster","DLC Autoshow","FH5 Chinese","GT Cars","Factory","A","767","E","E","","M","AWD","Europe","U.K.","","","2","L","4","30-Jan-24","30-Jan-24","FH5","DLC","","","","","","","","","","","","1",""
"FALSE","2023 Nissan Z","Nissan Z '23","3620","548","Nissan Z 2022-current","fh5-roster, Nissan","https://forums.forza.net/t/-/568341","2023","Nissan","Z","Backstage, Seasonal","Series 17 cu","Modern Sports Cars","Factory","A","736","TT","V","6","F","RWD","Asia","Japan","","","2","L","4","02-Feb-23","02-Feb-23","FH5","cu","","","","","","","","","","","","1",""
"FALSE","2023 Porsche 911 GT3 R","911 GT3 R '23","3951","46","Porsche 911 GT3 R 2023","fh5-roster, GT-racing, one-make, Porsche, racing-vehicles","https://forums.forza.net/t/-/705440","2023","Porsche","911 GT3 R","Backstage, Seasonal","Series 40 cu","Extreme Track Toys","Race","S1","890","NA","Flat","6","R","RWD","Europe","Germany","","","2","L","4","21-Nov-24","21-Nov-24","FH5","cu","","","","","","","","","","","","1",""
"FALSE","2023 Porsche 911 GT3 RS","P. 911 GT3 RS 23","3781","1297","Porsche 911 (GT3 RS, Rallye, Turbo S) 2023","coupes, fh5-roster, Porsche, supercars","https://forums.forza.net/t/-/560846","2023","Porsche","911 GT3 RS","Backstage, Seasonal","Series 40 cu","Track Toys","Factory","S1","867","NA","Flat","6","R","RWD","Europe","Germany","","","2","L","4","07-Nov-24","07-Nov-24","FH5","cu","","","","","","","","","","","","1",""
"FALSE","2023 Porsche 911 Rallye","P. 911 Rallye","3910","1297","Porsche 911 (GT3 RS, Rallye, Turbo S) 2023","coupes, fh5-roster, Porsche, supercars","https://forums.forza.net/t/-/560846","2023","Porsche","911 Rallye","Backstage, Seasonal","Series 40 cu","Rally Monsters","Factory","A","800","TT","Flat","6","R","AWD","Europe","Germany","","","2","L","4","14-Nov-24","14-Nov-24","FH5","cu","","","","","","","","","","","","1",""
"FALSE","2023 Porsche 911 Turbo S","911 Turbo S '23","3953","1297","Porsche 911 (GT3 RS, Rallye, Turbo S) 2023","coupes, fh5-roster, Porsche, supercars","https://forums.forza.net/t/-/560846","2023","Porsche","911 Turbo S","Seasonal","Series 40 cu","Modern Supercars","Factory","S1","857","TT","Flat","6","R","AWD","Europe","Germany","","","2","L","4","28-Nov-24","28-Nov-24","FH5","cu","","","","","","","","","","","","1",""
"FALSE","2023 Porsche Taycan Cross Turismo Turbo S","Taycan CT '23","3890","66","Porsche Taycan Cross Turismo Turbo S 2023","electric-vehicles, fh5-roster, Porsche, sedans, wagons","https://forums.forza.net/t/-/560896","2023","Porsche","Taycan Cross Turismo Turbo S","Seasonal","Series 35 cu","Super Saloons","Factory","A","800","E","E","","R","RWD","Europe","Germany","","","5","L","4","11-Jul-24","11-Jul-24","FH5","cu","","","","","","","","","","","","1",""
"FALSE","2023 Toyota Camry TRD","Toyota Camry '23","3848","347","Toyota Camry TRD 2023","fh5-roster, sedans, Toyota","https://forums.forza.net/t/-/561377","2023","Toyota","Camry TRD","Backstage, Seasonal","Series 37 cu","Super Saloons","Factory","B","643","NA","V","6","F","FWD","Asia","Japan","","","4","L","4","22-Aug-24","22-Aug-24","FH5","cu","","","","","","","","","","","","1",""
